t_hours,pv_pu,tap_ops_this_step,in_warmup,v_pu_regulator_adjacent,v_pu_midpoint,v_pu_end_of_feeder
8.009166666666667,0.40070702131880154,0,True,1.0225079895732956,1.0222976190017603,0.9381067764425689
8.009444444444444,0.4007681927018374,0,True,1.0225085792645683,1.022298211222586,0.9381077068962896
8.009722222222223,0.40082936347389253,0,True,1.0225091689525445,1.0222988034400966,0.9381086373446405
8.01,0.4008905336343669,0,True,1.0225097586372194,1.0222993956542876,0.9381095677876156
8.010277777777778,0.40095170318266193,0,True,1.0225103483185884,1.0222999878651535,0.9381104982252055
8.010555555555555,0.4010128721181776,0,True,1.022510937996645,1.022300580072689,0.9381114286574014
8.010833333333334,0.40107404044031547,0,True,1.0225115276713852,1.022301172276889,0.9381123590841959
8.011111111111111,0.4011352081484757,0,True,1.0225121173428031,1.0223017644777483,0.9381132895055803
8.011388888888888,0.40119637524205953,0,True,1.0225127070108944,1.0223023566752618,0.9381142199215463
8.011666666666667,0.40125754172046846,0,True,1.022513296675653,1.0223029488694249,0.9381151503320861
8.011944444444444,0.4013187075831028,0,True,1.0225138863370746,1.022303541060231,0.938116080737191
8.012222222222222,0.4013798728293641,0,True,1.0225144759951539,1.0223041332476768,0.9381170111368536
8.0125,0.4014410374586531,3,True,1.022559475124585,1.0223491885665477,0.940553338984541
8.012777777777778,0.4015022014703717,0,True,1.0225659328698786,1.022355662025492,0.9405638957910819
8.013055555555555,0.4015633648639203,1,True,1.022441667055692,1.0222308510924802,0.9423291469520341
8.013333333333334,0.40162452763870116,0,True,1.0224418726591133,1.0222310569771873,0.9423291123478131
8.01361111111111,0.40168568979411473,1,True,1.0223130402720084,1.0221016649176946,0.9440830018265585
8.01388888888889,0.4017468513295634,0,True,1.0223125885051552,1.022101211760594,0.9440818608589124
8.014166666666666,0.4018080122444478,1,True,1.0221831151496923,1.0219711768253186,0.94583149003851
8.014444444444445,0.4018691725381703,0,True,1.0221825637703545,1.021970623775074,0.9458301515779036
8.014722222222222,0.4019303322101317,0,True,1.0221826147651072,1.0219706753597204,0.9458300768199912
8.015,0.40199149125973443,0,True,1.0221830135581886,1.021971075979054,0.9458306493001993
8.015277777777778,0.4020526496863796,0,True,1.0221835145612717,1.021971579201126,0.9458314112917697
8.015555555555556,0.40211380748946973,0,True,1.02218407129675,1.0219721383546112,0.945832279617501
8.015833333333333,0.40217496466840574,0,True,1.0221846384595397,1.0219727079740697,0.9458331663459213
8.016111111111112,0.4022361212225905,0,True,1.022185213833015,1.021973285830578,0.945834068287254
8.016388888888889,0.4022972771514251,0,True,1.0221857936541714,1.0219738681482398,0.9458349785586785
8.016666666666667,0.4023584324543124,0,True,1.0221863756027492,1.021974452599578,0.9458358928013042
8.016944444444444,0.40241958713065357,0,True,1.0221869585032985,1.0219750380056445,0.9458368088045847
8.017222222222221,0.4024807411798512,0,True,1.0221875418101183,1.0219756238191497,0.9458377255507869
8.0175,0.402541894601308,0,True,1.0221881252829945,1.0219762097991865,0.9458386425973705
8.017777777777777,0.4026030473944253,0,True,1.0221887088203543,1.021976795843887,0.9458395597596642
8.018055555555556,0.4026641995586062,0,True,1.022189292380702,1.0219773819116353,0.9458404769631485
8.018333333333333,0.40272535109325236,0,True,1.022189875947613,1.0219779679859573,0.9458413941786287
8.018611111111111,0.4027865019977668,0,True,1.022190459514774,1.0219785540605215,0.9458423113949701
8.018888888888888,0.4028476522715514,0,True,1.0221910430798251,1.021979140132961,0.9458432286080268
8.019166666666667,0.4029088019140094,0,True,1.0221916266419049,1.0219797262024117,0.9458441458162872
8.019444444444444,0.4029699509245426,0,True,1.0221922102007048,1.0219803122685636,0.9458450630192073
8.019722222222223,0.4030310993025545,0,True,1.0221927937561137,1.0219808983313052,0.9458459802165932
8.02,0.403092247047447,0,True,1.0221933773080902,1.0219814843905957,0.9458468974083699
8.020277777777778,0.4031533941586235,0,True,1.0221939608566175,1.0219820704464178,0.945847814594509
8.020555555555555,0.4032145406354863,0,True,1.0221945444016873,1.0219826564987633,0.9458487317749945
8.020833333333334,0.4032756864774388,0,True,1.0221951279432917,1.0219832425476236,0.9458496489498153
8.02111111111111,0.4033368316838833,0,True,1.0221957114814257,1.021983828592995,0.9458505661189621
8.02138888888889,0.40339797625422347,0,True,1.0221962950160843,1.0219844146348713,0.9458514832824282
8.021666666666667,0.4034591201878617,0,True,1.0221968785472635,1.0219850006732487,0.9458524004402045
8.021944444444445,0.4035202634842018,0,True,1.022197462074956,1.0219855867081205,0.9458533175922822
8.022222222222222,0.40358140614264615,0,True,1.0221980455991577,1.0219861727394817,0.9458542347386526
8.0225,0.40364254816259865,0,True,1.022198629119865,1.0219867587673297,0.9458551518793109
8.022777777777778,0.40370368954346203,0,True,1.0221992126370703,1.021987344791656,0.9458560690142449
8.023055555555555,0.4037648302846397,0,True,1.0221997961507698,1.0219879308124573,0.945856986143449
8.023333333333333,0.40382597038553575,0,True,1.0222003796609587,1.021988516829728,0.9458579032669147
8.02361111111111,0.40388710984555276,0,True,1.0222009631676314,1.0219891028434633,0.9458588203846322
8.023888888888889,0.40394824866409484,0,True,1.0222015466707834,1.0219896888536588,0.9458597374965962
8.024166666666666,0.4040093868405649,0,True,1.0222021301704092,1.0219902748603078,0.9458606546027962
8.024444444444445,0.4040705243743673,0,True,1.0222027136665033,1.021990860863406,0.945861571703225
8.024722222222222,0.4041316612649049,0,True,1.0222032971590618,1.0219914468629494,0.9458624887978755
8.025,0.4041927975115823,0,True,1.0222038806480784,1.0219920328589314,0.945863405886738
8.025277777777777,0.4042539331138024,0,True,1.0222044641335495,1.0219926188513473,0.9458643229698053
8.025555555555556,0.40431506807096984,0,True,1.0222050476154685,1.021993204840192,0.9458652400470687
8.025833333333333,0.40437620238248784,0,True,1.022205631093831,1.021993790825461,0.94586615711852
8.026111111111112,0.40443733604776105,1,True,1.024135949432451,1.0239238985279575,0.947897760109039
8.026388888888889,0.4044984690661927,0,True,1.024135348015563,1.0239232954432056,0.9478963339961471
8.026666666666667,0.4045596014371876,0,True,1.0241353875419588,1.0239233355701192,0.9478962237079531
8.026944444444444,0.4046207331601491,0,True,1.0241357818444268,1.0239237317054017,0.947896782975478
8.027222222222223,0.4046818642344822,0,True,1.0241362804453498,1.0239242325264153,0.9478975391657816
8.0275,0.40474299465959035,0,True,1.02413683629851,1.0239247907976141,0.9478984055566562
8.027777777777779,0.40480412443487856,0,True,1.024137402806085,1.0239253597610514,0.9478992910425301
8.028055555555556,0.4048652535597505,0,True,1.0241379777597956,1.023925937197062,0.9479001922583864
8.028333333333334,0.40492638203361125,0,True,1.0241385572831405,1.0239265192163185,0.9479011020361487
8.028611111111111,0.4049875098558646,0,True,1.0241391389862302,1.0239271034216546,0.9479020158767252
8.028888888888888,0.40504863702591537,0,True,1.0241397216614656,1.0239276886019282,0.947902931511356
8.029166666666667,0.40510976354316863,0,True,1.024140304750144,1.023928274196826,0.947903847900319
8.029444444444444,0.4051708894070281,0,True,1.0241408880072225,1.0239288599606016,0.9479047645932871
8.029722222222222,0.4052320146168992,0,True,1.0241414713294323,1.0239294457896901,0.9479056814029452
8.03,0.4052931391721861,0,True,1.024142054674712,1.0239300316419067,0.947906598253908
8.030277777777778,0.4053542630722943,0,True,1.0241426380264487,1.0239306175005904,0.9479075151166981
8.030555555555555,0.4054153863166277,0,True,1.024143221378268,1.0239312033593488,0.9479084319800878
8.030833333333334,0.40547650890459225,0,True,1.0241438047277913,1.023931789215795,0.9479093488399005
8.03111111111111,0.4055376308355919,0,True,1.0241443880741483,1.0239323750690557,0.9479102656946123
8.03138888888889,0.4055987521090327,0,True,1.0241449714170272,1.0239329609188192,0.9479111825436762
8.031666666666666,0.4056598727243187,0,True,1.024145554756317,1.0239335467649733,0.9479120993868954
8.031944444444445,0.405720992680856,0,True,1.0241461380919747,1.0239341326074758,0.9479130162241959
8.032222222222222,0.4057821119780489,0,True,1.0241467214239843,1.0239347184463101,0.9479139330555485
8.0325,0.4058432306153035,0,True,1.0241473047523364,1.0239353042814667,0.9479148498809365
8.032777777777778,0.4059043485920243,0,True,1.0241478880770245,1.023935890112939,0.9479157667003499
8.033055555555556,0.4059654659076175,0,True,1.0241484713980433,1.0239364759407217,0.9479166835137801
8.033333333333333,0.40602658256148755,0,True,1.024149054715388,1.02393706176481,0.9479176003212183
8.033611111111112,0.4060876985530409,0,True,1.0241496380290513,1.0239376475851978,0.947918517122655
8.033888888888889,0.4061488138816822,0,True,1.024150221339031,1.023938233401881,0.9479194339180843
8.034166666666666,0.40620992854681753,0,True,1.024150804645321,1.023938819214854,0.947920350707497
8.034444444444444,0.40627104254785285,0,True,1.0241513879479154,1.0239394050241113,0.947921267490885
8.034722222222221,0.40633215588419297,0,True,1.0241519712468101,1.023939990829649,0.9479221842682405
8.035,0.40639326855524455,0,True,1.0241525545419998,1.023940576631461,0.9479231010395558
8.035277777777777,0.40645438056041255,0,True,1.0241531378334792,1.0239411624295425,0.9479240178048215
8.035555555555556,0.4065154918991038,0,True,1.0241537211212446,1.023941748223889,0.9479249345640307
8.035833333333333,0.4065766025707232,0,True,1.024154304405289,1.0239423340144953,0.9479258513171751
8.036111111111111,0.40663771257467757,0,True,1.0241548876856081,1.0239429198013552,0.9479267680642463
8.036388888888888,0.40669882191037227,0,True,1.0241554709621974,1.0239435055844648,0.9479276848052364
8.036666666666667,0.40675993057721405,0,True,1.0241560542350518,1.0239440913638191,0.9479286015401377
8.036944444444444,0.40682103857460833,0,True,1.0241566375041655,1.0239446771394123,0.9479295182689409
8.037222222222223,0.4068821459019621,0,True,1.0241572207695337,1.0239452629112398,0.9479304349916396
8.0375,0.4069432525586808,0,True,1.0241578040311519,1.0239458486792963,0.9479313517082247
8.037777777777778,0.4070043585441715,0,True,1.0241583872890148,1.0239464344435774,0.9479322684186883
8.038055555555555,0.4070654638578399,0,True,1.0241589705431176,1.0239470202040772,0.9479331851230226
8.038333333333334,0.4071265684990932,0,True,1.024159553793454,1.0239476059607904,0.9479341018212183
8.038611111111111,0.4071876724673369,0,True,1.0241601370400202,1.023948191713713,0.9479350185132693
8.03888888888889,0.40724877576197843,0,True,1.0241607202828116,1.0239487774628397,0.9479359351991666
8.039166666666667,0.40730987838242366,0,True,1.0241613035218222,1.0239493632081655,0.9479368518789016
8.039444444444445,0.40737098032808006,0,True,1.0241618867570468,1.0239499489496842,0.947937768552467
8.039722222222222,0.40743208159835337,0,True,1.0241624699884815,1.0239505346873925,0.9479386852198547
8.04,0.4074931821926509,0,True,1.0241630532161194,1.0239511204212832,0.9479396018810552
8.040277777777778,0.40755428211037975,0,True,1.024163636439958,1.0239517061513537,0.9479405185360635
8.040555555555555,0.407615381350946,0,True,1.0241642196599898,1.023952291877597,0.947941435184868
8.040833333333333,0.4076764799137575,0,True,1.0241648028762116,1.023952877600009,0.9479423518274631
8.04111111111111,0.40773757779822034,0,True,1.0241653860886173,1.0239534633185845,0.9479432684638399
8.04138888888889,0.40779867500374234,0,True,1.0241659692972023,1.0239540490333183,0.94794418509399
8.041666666666666,0.40785977152972985,0,True,1.0241665525019614,1.0239546347442054,0.9479451017179059
8.041944444444445,0.40792086737559075,0,True,1.0241671357028892,1.0239552204512403,0.9479460183355792
8.042222222222222,0.4079819625407316,0,True,1.0241677188999818,1.0239558061544194,0.9479469349470024
8.0425,0.40804305702456023,0,True,1.0241683020932335,1.0239563918537362,0.9479478515521672
8.042777777777777,0.4081041508264832,0,True,1.0241688852826394,1.0239569775491864,0.9479487681510649
8.043055555555556,0.40816524394590886,0,True,1.0241694684681935,1.0239575632407638,0.9479496847436875
8.043333333333333,0.4082263363822437,0,True,1.0241700516498922,1.0239581489284648,0.9479506013300277
8.043611111111112,0.40828742813489605,0,True,1.0241706348277295,1.0239587346122838,0.9479515179100773
8.043888888888889,0.40834851920327264,0,True,1.0241712180017015,1.0239593202922161,0.9479524344838284
8.044166666666667,0.4084096095867818,0,True,1.0241718011718017,1.0239599059682558,0.9479533510512718
8.044444444444444,0.40847069928483043,0,True,1.0241723843380257,1.0239604916403982,0.9479542676124005
8.044722222222223,0.4085317882968271,0,True,1.0241729675003695,1.0239610773086387,0.9479551841672066
8.045,0.4085928766221787,0,True,1.0241735506588265,1.0239616629729722,0.947956100715681
8.045277777777779,0.40865396426029377,0,True,1.024174133813392,1.0239622486333921,0.9479570172578158
8.045555555555556,0.40871505121057944,0,True,1.024174716964062,1.023962834289896,0.9479579337936048
8.045833333333333,0.4087761374724442,0,True,1.0241753001108305,1.0239634199424765,0.9479588503230375
8.046111111111111,0.4088372230452962,0,True,1.0241758832536927,1.0239640055911303,0.9479597668461075
8.046388888888888,0.4088983079285427,0,True,1.024176466392644,1.0239645912358515,0.9479606833628056
8.046666666666667,0.40895939212159266,0,True,1.024177049527679,1.0239651768766354,0.9479615998731248
8.046944444444444,0.4090204756238535,0,True,1.0241776326587921,1.023965762513476,0.9479625163770565
8.047222222222222,0.4090815584347341,0,True,1.0241782157859793,1.0239663481463692,0.9479634328745923
8.0475,0.40914264055364197,0,True,1.024178798909235,1.02396693377531,0.9479643493657245
8.047777777777778,0.4092037219799862,0,True,1.0241793820285547,1.0239675194002933,0.947965265850446
8.048055555555555,0.4092648027131745,0,True,1.024179965143933,1.0239681050213134,0.947966182328747
8.048333333333334,0.40932588275261583,0,True,1.024180548255365,1.0239686906383663,0.9479670988006212
8.04861111111111,0.409386962097718,0,True,1.0241811313628446,1.0239692762514452,0.9479680152660587
8.04888888888889,0.4094480407478905,0,True,1.024181714466369,1.0239698618605475,0.9479689317250536
8.049166666666666,0.4095091187025408,0,True,1.0241822975659314,1.0239704474656663,0.9479698481775962
8.049444444444445,0.40957019596107863,0,True,1.0241828806615265,1.0239710330667966,0.9479707646236779
8.049722222222222,0.4096312725229117,0,True,1.0241834637531513,1.0239716186639347,0.9479716810632929
8.05,0.4096923483874497,0,True,1.0241840468408003,1.0239722042570756,0.9479725974964318
8.050277777777778,0.4097534235541006,0,True,1.0241846299244666,1.0239727898462123,0.9479735139230869
8.050555555555556,0.40981449802227404,0,True,1.0241852130041462,1.0239733754313411,0.9479744303432498
8.050833333333333,0.4098755717913781,0,True,1.024185796079835,1.0239739610124567,0.9479753467569126
8.051111111111112,0.40993664486082265,0,True,1.0241863791515273,1.0239745465895547,0.9479762631640676
8.051388888888889,0.4099977172300159,0,True,1.0241869622192175,1.023975132162629,0.9479771795647068
8.051666666666666,0.41005878889836733,0,True,1.0241875452829008,1.0239757177316744,0.9479780959588205
8.051944444444445,0.41011985986528643,0,True,1.0241881283425733,1.0239763032966875,0.9479790123464031
8.052222222222222,0.4101809301301816,0,True,1.0241887113982289,1.0239768888576624,0.9479799287274456
8.0525,0.410241999692463,0,True,1.0241892944498627,1.0239774744145933,0.9479808451019395
8.052777777777777,0.410303068551539,0,True,1.0241898774974707,1.0239780599674766,0.9479817614698774
8.053055555555556,0.41036413670681987,0,True,1.0241904605410463,1.023978645516306,0.9479826778312508
8.053333333333333,0.41042520415771416,0,True,1.0241910435805857,1.0239792310610776,0.9479835941860523
8.053611111111111,0.4104862709036321,0,True,1.0241916266160833,1.023979816601785,0.947984510534273
8.053888888888888,0.4105473369439826,0,True,1.024192209647534,1.0239804021384238,0.9479854268759048
8.054166666666667,0.4106084022781759,0,True,1.0241927926749332,1.0239809876709896,0.9479863432109411
8.054444444444444,0.4106694669056208,0,True,1.024193375698276,1.0239815731994768,0.9479872595393726
8.054722222222223,0.41073053082572786,0,True,1.0241939587175564,1.0239821587238798,0.947988175861191
8.055,0.41079159403790605,0,True,1.024194541732771,1.023982744244195,0.9479890921763899
8.055277777777778,0.4108526565415659,0,True,1.0241951247439136,1.0239833297604164,0.9479900084849603
8.055555555555555,0.4109137183361166,0,True,1.0241957077509796,1.0239839152725392,0.9479909247868937
8.055833333333334,0.41097477942096866,0,True,1.024196290753964,1.0239845007805581,0.9479918410821827
8.056111111111111,0.4110358397955314,0,True,1.0241968737528613,1.0239850862844684,0.9479927573708191
8.05638888888889,0.41109689945921546,0,True,1.024197456747667,1.023985671784265,0.9479936736527952
8.056666666666667,0.41115795841143044,0,True,1.0241980397383763,1.0239862572799423,0.9479945899281018
8.056944444444444,0.41121901665158656,0,True,1.0241986227249835,1.0239868427714962,0.9479955061967322
8.057222222222222,0.41128007417909457,0,True,1.024199205707484,1.0239874282589214,0.947996422458678
8.0575,0.41134113099336395,0,True,1.0241997886858727,1.0239880137422126,0.9479973387139308
8.057777777777778,0.41140218709380555,0,True,1.0242003716601447,1.0239885992213649,0.9479982549624831
8.058055555555555,0.4114632424798291,0,True,1.0242009546302953,1.0239891846963731,0.9479991712043265
8.058333333333334,0.41152429715084593,0,True,1.024201537596319,1.0239897701672327,0.9480000874394531
8.05861111111111,0.4115853511062655,0,True,1.024202120558211,1.0239903556339385,0.9480010036678553
8.05888888888889,0.4116464043454991,0,True,1.0242027035159662,1.023990941096485,0.9480019198895251
8.059166666666666,0.41170745686795657,0,True,1.0242032864695803,1.023991526554868,0.9480028361044538
8.059444444444445,0.4117685086730494,0,True,1.024203869419047,1.0239921120090818,0.9480037523126331
8.059722222222222,0.4118295597601874,0,True,1.0242044523643616,1.0239926974591211,0.9480046685140558
8.06,0.41189061012878203,0,True,1.0242050353055203,1.0239932829049818,0.948005584708714
8.060277777777777,0.4119516597782435,0,True,1.0242056182425168,1.0239938683466585,0.9480065008965992
8.060555555555556,0.4120127087079832,0,True,1.0242062011753472,1.023994453784146,0.9480074170777034
8.060833333333333,0.4120737569174113,0,True,1.0242067841040055,1.0239950392174395,0.9480083332520194
8.061111111111112,0.4121348044059397,0,True,1.024207367028487,1.0239956246465338,0.9480092494195377
8.061388888888889,0.4121958511729784,0,True,1.0242079499487868,1.023996210071424,0.9480101655802512
8.061666666666667,0.4122568972179394,0,True,1.0242085328648989,1.0239967954921039,0.948011081734151
8.061944444444444,0.41231794254023296,0,True,1.024209115776821,1.0239973809085712,0.9480119978812311
8.062222222222223,0.4123789871392711,0,True,1.0242096986845464,1.0239979663208192,0.9480129140214825
8.0625,0.4124400310144642,0,True,1.024210281588069,1.0239985517288424,0.948013830154896
8.062777777777777,0.41250107416522386,0,True,1.024210864487385,1.023999137132636,0.9480147462814653
8.063055555555556,0.4125621165909619,0,True,1.0242114473824901,1.0239997225321964,0.9480156624011814
8.063333333333333,0.412623158291089,0,True,1.0242120302733786,1.024000307927517,0.9480165785140366
8.063611111111111,0.4126841992650172,0,True,1.0242126131600446,1.0240008933185931,0.9480174946200227
8.063888888888888,0.4127452395121573,0,True,1.0242131960424843,1.02400147870542,0.9480184107191315
8.064166666666667,0.4128062790319217,0,True,1.0242137789206927,1.024002064087993,0.9480193268113567
8.064444444444444,0.4128673178237211,0,True,1.0242143617946642,1.0240026494663066,0.9480202428966876
8.064722222222223,0.412928355886968,0,True,1.0242149446643938,1.0240032348403554,0.9480211589751183
8.065,0.4129893932210734,0,True,1.0242155275298774,1.0240038202101356,0.9480220750466396
8.065277777777778,0.4130504298254498,0,True,1.024216110391109,1.024004405575641,0.9480229911112437
8.065555555555555,0.4131114656995082,0,True,1.024216693248084,1.0240049909368671,0.9480239071689237
8.065833333333334,0.41317250084266116,0,True,1.0242172761007977,1.0240055762938092,0.9480248232196704
8.06611111111111,0.4132335352543201,0,True,1.0242178589492446,1.024006161646461,0.9480257392634758
8.06638888888889,0.41329456893389765,0,True,1.0242184417934197,1.024006746994819,0.9480266553003327
8.066666666666666,0.413355601880805,0,True,1.0242190246333187,1.0240073323388776,0.9480275713302323
8.066944444444445,0.4134166340944551,0,True,1.024219607468936,1.0240079176786319,0.9480284873531675
8.067222222222222,0.41347766557425925,0,True,1.0242201903002668,1.0240085030140766,0.9480294033691293
8.0675,0.4135386963196306,0,True,1.024220773127306,1.0240090883452069,0.9480303193781104
8.067777777777778,0.41359972632998043,0,True,1.0242213559500497,1.0240096736720186,0.9480312353801029
8.068055555555556,0.41366075560472193,0,True,1.0242219387684903,1.0240102589945044,0.9480321513750979
8.068333333333333,0.4137217841432667,0,True,1.024222521582625,1.0240108443126612,0.9480330673630878
8.06861111111111,0.4137828119450275,0,True,1.0242231043924486,1.0240114296264837,0.9480339833440654
8.068888888888889,0.41384383900941724,0,True,1.0242236871979558,1.0240120149359673,0.9480348993180224
8.069166666666666,0.41390486533584764,0,True,1.024224269999141,1.0240126002411054,0.9480358152849501
8.069444444444445,0.413965890923732,0,True,1.0242248527960005,1.0240131855418946,0.9480367312448409
8.069722222222222,0.4140269157724823,0,True,1.0242254355885285,1.0240137708383295,0.9480376471976867
8.07,0.4140879398815118,0,True,1.0242260183767202,1.0240143561304045,0.9480385631434801
8.070277777777777,0.4141489632502328,0,True,1.0242266011605705,1.0240149414181157,0.9480394790822125
8.070555555555556,0.41420998587805874,0,True,1.0242271839400738,1.0240155267014563,0.9480403950138756
8.070833333333333,0.4142710077644015,0,True,1.0242277667152273,1.0240161119804243,0.9480413109384637
8.071111111111112,0.41433202890867493,0,True,1.024228349486023,1.0240166972550107,0.9480422268559651
8.071388888888889,0.41439304931029125,0,True,1.0242289322524583,1.0240172825252143,0.9480431427663745
8.071666666666667,0.4144540689686642,0,True,1.0242295150145273,1.0240178677910274,0.9480440586696833
8.071944444444444,0.414515087883206,0,True,1.024230097772225,1.0240184530524463,0.9480449745658831
8.072222222222223,0.41457610605333073,0,True,1.0242306805255463,1.0240190383094656,0.9480458904549663
8.0725,0.4146371234784505,0,True,1.0242312632744868,1.0240196235620804,0.9480468063369248
8.072777777777778,0.4146981401579797,0,True,1.0242318460190407,1.0240202088102857,0.9480477222117508
8.073055555555555,0.4147591560913305,0,True,1.0242324287592037,1.0240207940540766,0.9480486380794361
8.073333333333334,0.4148201712779173,0,True,1.024233011494971,1.0240213792934485,0.948049553939973
8.073611111111111,0.4148811857171524,0,True,1.0242335942263368,1.0240219645283952,0.9480504697933531
8.073888888888888,0.41494219940844984,0,True,1.024234176953297,1.0240225497589126,0.9480513856395688
8.074166666666667,0.41500321235122345,0,True,1.0242347596758459,1.024023134984996,0.9480523014786116
8.074444444444444,0.41506422454488623,0,True,1.0242353423939787,1.0240237202066393,0.9480532173104743
8.074722222222222,0.41512523598885215,0,True,1.0242359251076902,1.0240243054238383,0.9480541331351482
8.075,0.4151862466825344,0,True,1.0242365078169768,1.0240248906365885,0.9480550489526259
8.075277777777778,0.4152472566253473,0,True,1.0242370905218314,1.0240254758448835,0.948055964762899
8.075555555555555,0.415308265816704,0,True,1.02423767322225,1.0240260610487186,0.9480568805659594
8.075833333333334,0.41536927425601905,0,True,1.024238255918229,1.0240266462480907,0.9480577963618005
8.07611111111111,0.4154302819427054,0,True,1.0242388386097614,1.0240272314429921,0.9480587121504117
8.07638888888889,0.41549128887617803,0,True,1.024239421296843,1.0240278166334196,0.9480596279317878
8.076666666666666,0.41555229505584995,0,True,1.0242400039794692,1.0240284018193677,0.9480605437059193
8.076944444444445,0.4156133004811361,0,True,1.0242405866576336,1.0240289870008308,0.9480614594727976
8.077222222222222,0.41567430515144954,0,True,1.0242411693313331,1.024029572177805,0.9480623752324172
8.0775,0.4157353090662056,0,True,1.0242417520005622,1.0240301573502848,0.9480632909847677
8.077777777777778,0.4157963122248173,0,True,1.0242423346653151,1.0240307425182655,0.9480642067298423
8.078055555555556,0.41585731462669995,0,True,1.0242429173255874,1.024031327681741,0.9480651224676326
8.078333333333333,0.41591831627126696,0,True,1.0242434999813743,1.0240319128407078,0.9480660381981311
8.078611111111112,0.4159793171579334,0,True,1.0242440826326709,1.0240324979951598,0.948066953921329
8.078888888888889,0.4160403172861131,0,True,1.024244665279472,1.024033083145093,0.94806786963722
8.079166666666667,0.4161013166552212,0,True,1.0242452479217723,1.0240336682905018,0.9480687853457943
8.079444444444444,0.41616231526467146,0,True,1.0242458305595674,1.024034253431381,0.9480697010470448
8.079722222222221,0.41622331311387883,0,True,1.0242464131928515,1.0240348385677256,0.948070616740963
8.08,0.4162843102022584,0,True,1.0242469958216212,1.0240354236995317,0.9480715324275418
8.080277777777777,0.4163453065292239,0,True,1.0242475784458696,1.024036008826793,0.9480724481067728
8.080555555555556,0.416406302094191,0,True,1.0242481610655938,1.0240365939495053,0.948073363778648
8.080833333333333,0.41646729689657364,0,True,1.024248743680787,1.024037179067663,0.9480742794431595
8.081111111111111,0.41652829093578747,0,True,1.024249326291445,1.0240377641812617,0.9480751951002988
8.081388888888888,0.4165892842112466,0,True,1.024249908897562,1.0240383492902956,0.9480761107500585
8.081666666666667,0.4166502767223668,0,True,1.024250491499135,1.0240389343947607,0.948077026392431
